日期,代號,名稱,產業,事件,原因,收盤,RS,底部序,在榜天數,樞紐,報酬20D,基準20D,報酬60D,基準60D,報酬120D,基準120D,報酬180D,基準180D,次日開盤,跳空%,報酬20D開,基準20D開,報酬60D開,基準60D開,報酬120D開,基準120D開,報酬180D開,基準180D開,月
2016-06-04,5534,長虹,建材營造,進榜,準備,27.65,87.0,1.0,0,,4.0,1.0,-7.6,4.4,3.8,1.9,,,27.7,0.2,3.9,0.9,-7.7,4.1,3.6,1.6,,,2016-06
2016-06-04,1262,綠悅-KY,其他,進榜,準備,138.86,86.0,1.0,0,,-2.2,1.0,-11.3,4.4,-4.3,1.9,,,140.6,1.3,-3.4,0.9,-12.4,4.1,-5.5,1.6,,,2016-06
2016-06-04,1323,永裕,塑膠工業,進榜,準備,21.13,86.0,3.0,0,,-2.5,1.0,1.6,4.4,7.9,1.9,,,21.2,0.3,-2.8,0.9,1.3,4.1,7.6,1.6,,,2016-06
2016-06-04,1210,大成,食品工業,進榜,準備,13.57,85.0,2.0,0,,12.5,1.0,6.3,4.4,18.3,1.9,,,13.6,0.2,12.3,0.9,6.1,4.1,18.1,1.6,,,2016-06
2016-06-04,4991,環宇-KY,半導體業,進榜,準備,73.1,84.0,2.0,0,,-6.7,1.0,-18.1,4.4,-15.6,1.9,,,72.5,-0.8,-5.9,0.9,-17.4,4.1,-14.9,1.6,,,2016-06
2016-06-04,2489,瑞軒,光電業,進榜,準備,15.17,83.0,1.0,0,,8.8,1.0,29.5,4.4,19.4,1.9,,,15.1,-0.5,9.4,0.9,30.2,4.1,20.0,1.6,,,2016-06
2016-06-04,6290,良維,電子零組件業,進榜,準備,21.08,83.0,3.0,0,,-2.2,1.0,-10.8,4.4,-11.9,1.9,,,21.1,0.3,-2.4,0.9,-11.1,4.1,-12.2,1.6,,,2016-06
2016-06-04,1563,巧新,電機機械,進榜,準備,142.4,82.0,1.0,0,,10.8,1.0,30.4,4.4,16.2,1.9,,,143.7,0.9,9.8,0.9,29.2,4.1,15.2,1.6,,,2016-06
2016-06-04,2360,致茂,其他電子業,進榜,準備,58.43,81.0,2.0,0,,0.3,1.0,8.4,4.4,2.3,1.9,,,59.0,1.0,-0.8,0.9,7.3,4.1,1.3,1.6,,,2016-06
2016-06-04,5347,世界,半導體業,進榜,準備,32.76,80.0,3.0,0,,3.9,1.0,15.9,4.4,15.3,1.9,,,32.9,0.6,3.3,0.9,15.3,4.1,14.7,1.6,,,2016-06
2016-06-04,8437,大地-KY,其他,進榜,準備,92.71,79.0,2.0,0,,8.4,1.0,12.8,4.4,11.0,1.9,,,92.7,0.0,8.4,0.9,12.8,4.1,11.0,1.6,,,2016-06
2016-06-04,2301,光寶科,電腦及週邊設備業,進榜,準備,22.38,77.0,1.0,0,,10.7,1.0,21.0,4.4,24.3,1.9,,,22.5,0.5,10.1,0.9,20.5,4.1,23.7,1.6,,,2016-06
2016-06-04,2634,漢翔,航運業,進榜,準備,33.48,75.0,1.0,0,,-5.0,1.0,-0.3,4.4,-9.2,1.9,,,33.5,0.0,-5.0,0.9,-0.3,4.1,-9.2,1.6,,,2016-06
2016-06-04,3231,緯創,電子工業,進榜,準備,11.15,74.0,2.0,0,,9.1,1.0,21.5,4.4,18.6,1.9,,,11.1,0.0,9.1,0.9,21.5,4.1,18.6,1.6,,,2016-06
2016-06-04,2912,統一超,貿易百貨,進榜,準備,166.91,72.0,1.0,0,,0.6,1.0,4.1,4.4,-1.1,1.9,,,167.2,0.2,0.4,0.9,3.9,4.1,-1.3,1.6,,,2016-06
2016-06-04,3702,大聯大,電子工業,進榜,準備,21.34,70.0,1.0,0,,0.9,1.0,8.3,4.4,11.3,1.9,,,21.3,0.0,0.9,0.9,8.3,4.1,11.3,1.6,,,2016-06
2016-06-06,4126,太醫,生技醫療業,進榜,準備,65.92,94.0,3.0,0,,-6.6,0.7,-17.5,4.3,-28.8,2.5,,,66.5,0.8,-7.4,0.4,-18.2,4.0,-29.4,2.3,,,2016-06
2016-06-06,8210,勤誠,電子工業,進榜,準備,35.37,91.0,2.0,0,,4.7,0.7,2.0,4.3,-2.9,2.5,,,37.3,5.5,-0.8,0.4,-3.4,4.0,-8.0,2.3,,,2016-06
2016-06-06,2449,京元電子,半導體業,進榜,準備,17.33,90.0,1.0,0,,-6.3,0.7,-0.3,4.3,-8.9,2.5,,,17.4,0.3,-6.6,0.4,-0.6,4.0,-9.2,2.3,,,2016-06
2016-06-06,3105,穩懋,半導體業,進榜,準備,71.63,81.0,2.0,0,,-6.1,0.7,-3.0,4.3,1.7,2.5,,,71.2,-0.6,-5.5,0.4,-2.4,4.0,2.3,2.3,,,2016-06
2016-06-06,3587,閎康,其他電子類,進榜,準備,52.05,81.0,3.0,0,,16.9,0.7,9.4,4.3,2.0,2.5,,,52.8,1.4,15.3,0.4,7.9,4.0,0.6,2.3,,,2016-06
2016-06-06,2325,矽品,半導體業,進榜,準備,47.39,74.0,2.0,0,,-2.2,0.7,-5.2,4.3,-1.7,2.5,,,47.5,0.2,-2.4,0.4,-5.4,4.0,-1.9,2.3,,,2016-06
2016-06-06,3624,光頡,電子零組件業,進榜,準備,19.17,71.0,2.0,0,,-7.9,0.7,-10.3,4.3,-21.0,2.5,,,19.2,0.2,-8.1,0.4,-10.4,4.0,-21.1,2.3,,,2016-06
2016-06-07,2377,微星,電子工業,進榜,準備,31.51,80.0,2.0,0,,12.8,0.6,51.1,3.2,63.4,2.4,,,31.3,-0.6,13.5,0.4,51.9,3.0,64.3,2.0,,,2016-06
2016-06-07,2351,順德,電子工業,進榜,準備,25.91,79.0,2.0,0,,1.4,0.6,17.7,3.2,20.8,2.4,,,25.8,-0.6,1.9,0.4,18.4,3.0,21.5,2.0,,,2016-06
2016-06-07,3042,晶技,電子工業,進榜,準備,24.79,79.0,1.0,0,,0.9,0.6,-4.2,3.2,-1.6,2.4,,,25.1,1.3,-0.4,0.4,-5.4,3.0,-2.9,2.0,,,2016-06
2016-06-07,1565,精華,生技醫療業,進榜,準備,436.94,75.0,2.0,0,,3.6,0.6,11.2,3.2,-12.7,2.4,,,435.1,-0.4,4.1,0.4,11.7,3.0,-12.4,2.0,,,2016-06
2016-06-07,1326,台化,塑膠工業,進榜,準備,54.72,70.0,2.0,0,,-3.8,0.6,1.2,3.2,23.0,2.4,,,54.6,-0.2,-3.6,0.4,1.5,3.0,23.3,2.0,,,2016-06
2016-06-07,3702,大聯大,電子工業,觸發,等待後觸發,21.66,72.0,1.0,3,21.37,0.7,0.6,4.4,3.2,12.1,2.4,,,21.7,0.0,0.7,0.4,4.4,3.0,12.1,2.0,,,2016-06
2016-06-07,2912,統一超,貿易百貨,移出,掉出掃描母體,165.91,73.0,,3,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-07,3624,光頡,電子零組件業,移出,掉出掃描母體,19.17,71.0,,1,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-07,2634,漢翔,航運業,移出,掉出掃描母體,32.94,72.0,,3,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-08,3289,宜特,其他電子類,進榜,觸發,78.83,87.0,4.0,0,,-4.0,0.7,-14.0,3.7,-12.8,2.1,,,77.2,-2.0,-2.1,1.3,-12.3,4.3,-11.0,2.6,,,2016-06
2016-06-08,3289,宜特,其他電子類,觸發,進榜即觸發,78.83,87.0,4.0,0,78.83,-4.0,0.7,-14.0,3.7,-12.8,2.1,,,77.2,-2.0,-2.1,1.3,-12.3,4.3,-11.0,2.6,,,2016-06
2016-06-08,3078,僑威,電子零組件業,進榜,觸發,13.31,83.0,3.0,0,,25.4,0.7,20.4,3.7,17.0,2.1,,,13.3,-0.4,25.9,1.3,20.9,4.3,17.5,2.6,,,2016-06
2016-06-08,3078,僑威,電子零組件業,觸發,進榜即觸發,13.31,83.0,3.0,0,13.31,25.4,0.7,20.4,3.7,17.0,2.1,,,13.3,-0.4,25.9,1.3,20.9,4.3,17.5,2.6,,,2016-06
2016-06-08,4551,智伸科,汽車工業,進榜,準備,77.72,91.0,2.0,0,,9.3,0.7,36.0,3.7,14.5,2.1,,,77.0,-0.9,10.4,1.3,37.3,4.3,15.6,2.6,,,2016-06
2016-06-08,2545,皇翔,建材營造,進榜,準備,14.46,85.0,1.0,0,,11.3,0.7,19.3,3.7,22.2,2.1,,,14.4,-0.4,11.8,1.3,19.9,4.3,22.7,2.6,,,2016-06
2016-06-08,2105,正新,橡膠工業,進榜,準備,44.15,79.0,1.0,0,,-1.9,0.7,4.9,3.7,-6.4,2.1,,,43.6,-1.3,-0.6,1.3,6.3,4.3,-5.1,2.6,,,2016-06
2016-06-08,3023,信邦,電子零組件業,進榜,準備,49.43,79.0,2.0,0,,-2.2,0.7,1.6,3.7,-6.2,2.1,,,49.4,0.0,-2.2,1.3,1.6,4.3,-6.2,2.6,,,2016-06
2016-06-08,3624,光頡,電子零組件業,進榜,準備,19.24,72.0,2.0,0,,-8.2,0.7,-11.4,3.7,-21.0,2.1,,,19.3,0.4,-8.5,1.3,-11.7,4.3,-21.3,2.6,,,2016-06
2016-06-08,6446,藥華藥,生技醫療業,觸發,等待後觸發,157.82,77.0,3.0,4,153.69,-3.0,0.7,-20.3,3.7,-7.2,2.1,,,154.2,-2.3,-0.7,1.3,-18.4,4.3,-5.0,2.6,,,2016-06
2016-06-08,1326,台化,塑膠工業,移出,掉出掃描母體,54.72,70.0,,1,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-13,2379,瑞昱,半導體業,進榜,觸發,61.92,87.0,1.0,0,,10.0,2.2,32.1,5.6,8.1,3.3,,,61.6,-0.5,10.6,2.3,32.8,5.7,8.7,3.2,,,2016-06
2016-06-13,2379,瑞昱,半導體業,觸發,進榜即觸發,61.92,87.0,1.0,0,61.92,10.0,2.2,32.1,5.6,8.1,3.3,,,61.6,-0.5,10.6,2.3,32.8,5.7,8.7,3.2,,,2016-06
2016-06-13,4722,國精化,化學工業,進榜,準備,20.35,72.0,2.0,0,,6.4,2.2,8.6,5.6,-1.8,3.3,,,20.3,-0.4,6.8,2.3,9.0,5.7,-1.4,3.2,,,2016-06
2016-06-13,8210,勤誠,電子工業,觸發,等待後觸發,37.97,94.0,2.0,7,35.88,1.8,2.2,-5.5,5.6,-9.5,3.3,,,38.0,0.0,1.8,2.3,-5.5,5.7,-9.5,3.2,,,2016-06
2016-06-13,1323,永裕,塑膠工業,移出,掉出掃描母體,20.64,86.0,,9,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-13,6290,良維,電子零組件業,移出,掉出掃描母體,20.83,71.0,,9,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-14,1909,榮成,造紙工業,進榜,準備,9.8,87.0,1.0,0,,19.6,2.4,21.5,5.7,22.8,3.3,,,9.9,0.7,18.8,2.3,20.6,5.8,22.0,3.1,,,2016-06
2016-06-14,5434,崇越,電子工業,進榜,準備,36.9,80.0,1.0,0,,6.8,2.4,38.7,5.7,23.5,3.3,,,36.9,0.0,6.8,2.3,38.7,5.8,23.5,3.1,,,2016-06
2016-06-14,8069,元太,光電業,進榜,準備,12.15,71.0,3.0,0,,2.0,2.4,38.8,5.7,30.7,3.3,,,12.1,0.0,2.0,2.3,38.8,5.8,30.7,3.1,,,2016-06
2016-06-14,2325,矽品,半導體業,移出,掉出掃描母體,45.78,70.0,,8,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-14,3289,宜特,其他電子類,移出,掉出掃描母體,75.65,86.0,,6,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-15,3036,文曄,電子工業,進榜,觸發,21.22,71.0,1.0,0,,7.8,2.6,20.6,5.9,16.9,3.4,,,21.3,0.2,7.5,2.6,20.3,5.7,16.6,3.3,,,2016-06
2016-06-15,3036,文曄,電子工業,觸發,進榜即觸發,21.22,71.0,1.0,0,21.22,7.8,2.6,20.6,5.9,16.9,3.4,,,21.3,0.2,7.5,2.6,20.3,5.7,16.6,3.3,,,2016-06
2016-06-15,3092,鴻碩,電子零組件業,進榜,準備,15.74,98.0,3.0,0,,27.2,2.6,28.1,5.9,14.9,3.4,,,15.6,-1.0,28.5,2.6,29.4,5.7,16.1,3.3,,,2016-06
2016-06-15,3535,晶彩科,光電業,進榜,準備,13.27,96.0,2.0,0,,19.9,2.6,14.2,5.9,13.9,3.4,,,13.3,0.0,19.9,2.6,14.2,5.7,13.9,3.3,,,2016-06
2016-06-15,2330,台積電,半導體業,進榜,準備,123.0,72.0,1.0,0,,7.7,2.6,16.7,5.9,15.7,3.4,,,121.9,-0.9,8.7,2.6,17.8,5.7,16.8,3.3,,,2016-06
2016-06-15,2377,微星,電子工業,觸發,等待後觸發,32.7,84.0,2.0,8,31.93,24.0,2.6,51.7,5.9,45.9,3.4,,,32.7,0.0,24.0,2.6,51.7,5.7,45.9,3.3,,,2016-06
2016-06-15,8069,元太,光電業,移出,掉出掃描母體,12.15,71.0,,1,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-15,1565,精華,生技醫療業,移出,掉出掃描母體,416.14,75.0,,8,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-16,6213,聯茂,電子工業,進榜,準備,20.0,90.0,2.0,0,,16.2,3.6,17.6,6.0,14.0,4.3,,,20.1,0.3,15.8,3.1,17.2,5.6,13.6,3.5,,,2016-06
2016-06-16,8271,宇瞻,半導體業,進榜,準備,18.3,89.0,2.0,0,,12.3,3.6,8.2,6.0,7.9,4.3,,,18.4,0.8,11.5,3.1,7.3,5.6,7.0,3.5,,,2016-06
2016-06-16,2330,台積電,半導體業,移出,掉出掃描母體,123.0,72.0,,1,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-16,3587,閎康,其他電子類,移出,掉出掃描母體,52.25,76.0,,10,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-16,2351,順德,電子工業,移出,掉出掃描母體,24.34,74.0,,9,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-17,3221,台嘉碩,通信網路業,進榜,觸發,20.93,96.0,4.0,0,,-4.8,3.5,-5.9,5.0,-12.6,3.7,,,21.1,1.0,-5.7,3.2,-6.9,4.7,-13.4,3.3,,,2016-06
2016-06-17,3221,台嘉碩,通信網路業,觸發,進榜即觸發,20.93,96.0,4.0,0,20.93,-4.8,3.5,-5.9,5.0,-12.6,3.7,,,21.1,1.0,-5.7,3.2,-6.9,4.7,-13.4,3.3,,,2016-06
2016-06-17,3587,閎康,其他電子類,進榜,準備,53.05,78.0,3.0,0,,15.2,3.5,5.8,5.0,2.2,3.7,,,53.0,0.0,15.2,3.2,5.8,4.7,2.2,3.3,,,2016-06
2016-06-17,1216,統一,食品工業,進榜,準備,41.26,77.0,1.0,0,,4.4,3.5,-7.5,5.0,-10.4,3.7,,,41.3,0.2,4.2,3.2,-7.6,4.7,-10.5,3.3,,,2016-06
2016-06-17,3036,文曄,電子工業,移出,掉出掃描母體,21.12,72.0,,2,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-20,8341,日友,其他,進榜,準備,101.78,78.0,3.0,0,,-0.9,3.2,-18.5,4.0,-26.3,2.9,,,102.4,0.6,-1.5,3.0,-19.0,3.8,-26.8,2.5,,,2016-06
2016-06-20,6277,宏正,電子工業,進榜,準備,42.51,74.0,1.0,0,,0.8,3.2,0.9,4.0,-1.4,2.9,,,42.7,0.5,0.3,3.0,0.4,3.8,-1.9,2.5,,,2016-06
2016-06-20,8050,廣積,電腦及週邊設備業,進榜,準備,33.44,74.0,1.0,0,,6.0,3.2,25.2,4.0,10.0,2.9,,,33.7,0.8,5.2,3.0,24.2,3.8,9.2,2.5,,,2016-06
2016-06-20,1733,五鼎,化學生技醫療,進榜,準備,33.37,71.0,2.0,0,,-0.4,3.2,-15.5,4.0,-18.6,2.9,,,33.5,0.4,-0.8,3.0,-15.8,3.8,-18.9,2.5,,,2016-06
2016-06-20,3231,緯創,電子工業,移出,掉出掃描母體,11.63,71.0,,16,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-20,3702,大聯大,電子工業,移出,掉出掃描母體,21.31,73.0,,16,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-21,4728,雙美,生技醫療業,進榜,準備,38.72,88.0,3.0,0,,3.7,2.9,-9.7,3.4,-15.8,2.5,,,38.8,0.2,3.4,2.7,-9.9,3.3,-16.0,2.3,,,2016-06
2016-06-21,4129,聯合,生技醫療業,進榜,準備,58.86,74.0,2.0,0,,4.3,2.9,-12.0,3.4,-22.6,2.5,,,59.5,1.1,3.1,2.7,-13.0,3.3,-23.4,2.3,,,2016-06
2016-06-21,1527,鑽全,電機機械,進榜,準備,44.62,73.0,3.0,0,,22.1,2.9,32.5,3.4,27.1,2.5,,,44.7,0.3,21.8,2.7,32.1,3.3,26.8,2.3,,,2016-06
2016-06-21,8069,元太,光電業,進榜,準備,12.53,71.0,3.0,0,,0.8,2.9,27.8,3.4,32.4,2.5,,,12.6,0.3,0.6,2.7,27.5,3.3,32.0,2.3,,,2016-06
2016-06-21,3702,大聯大,電子工業,進榜,準備,21.31,70.0,1.0,0,,10.1,2.9,4.4,3.4,10.9,2.5,,,21.4,0.3,9.8,2.7,4.1,3.3,10.6,2.3,,,2016-06
2016-06-21,1215,卜蜂,食品工業,觸發,等待後觸發,21.26,97.0,2.0,17,18.23,-1.9,2.9,3.1,3.4,21.7,2.5,,,21.3,0.0,-1.9,2.7,3.1,3.3,21.7,2.3,,,2016-06
2016-06-21,4551,智伸科,汽車工業,觸發,等待後觸發,88.25,97.0,2.0,13,78.44,-1.6,2.9,23.5,3.4,10.1,2.5,,,87.5,-0.8,-0.8,2.7,24.6,3.3,11.0,2.3,,,2016-06
2016-06-21,3624,光頡,電子零組件業,移出,掉出掃描母體,19.58,72.0,,13,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-21,4722,國精化,化學工業,移出,掉出掃描母體,20.32,72.0,,8,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-21,1733,五鼎,化學生技醫療,移出,掉出掃描母體,33.37,71.0,,1,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-21,4991,環宇-KY,半導體業,移出,掉出掃描母體,70.28,77.0,,17,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-22,2103,台橡,橡膠工業,進榜,觸發,19.75,89.0,3.0,0,,-1.9,3.3,2.6,3.1,23.0,2.8,,,19.7,-0.2,-1.7,3.3,2.7,3.1,23.2,2.4,,,2016-06
2016-06-22,2103,台橡,橡膠工業,觸發,進榜即觸發,19.75,89.0,3.0,0,19.75,-1.9,3.3,2.6,3.1,23.0,2.8,,,19.7,-0.2,-1.7,3.3,2.7,3.1,23.2,2.4,,,2016-06
2016-06-22,2228,劍麟,汽車工業,進榜,準備,128.11,86.0,3.0,0,,4.9,3.3,13.9,3.1,-19.6,2.8,,,128.1,0.0,4.9,3.3,13.9,3.1,-19.6,2.4,,,2016-06
2016-06-22,2723,美食-KY,觀光事業,進榜,準備,178.29,82.0,2.0,0,,12.1,3.3,10.9,3.1,-9.0,2.8,,,178.3,0.0,12.1,3.3,10.9,3.1,-9.0,2.4,,,2016-06
2016-06-22,2912,統一超,貿易百貨,進榜,準備,168.92,76.0,1.0,0,,-1.8,3.3,0.2,3.1,-4.3,2.8,,,168.6,-0.2,-1.6,3.3,0.4,3.1,-4.1,2.4,,,2016-06
2016-06-22,1527,鑽全,電機機械,觸發,等待後觸發,46.64,79.0,3.0,1,45.39,17.7,3.3,23.3,3.1,29.5,2.8,,,46.4,-0.5,18.3,3.3,23.9,3.1,30.2,2.4,,,2016-06
2016-06-22,3702,大聯大,電子工業,移出,掉出掃描母體,21.31,70.0,,1,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-23,3526,凡甲,電子零組件業,進榜,準備,29.23,97.0,3.0,0,,28.2,3.2,112.3,3.7,84.8,2.7,,,29.2,0.0,28.2,3.2,112.3,3.6,84.8,2.8,,,2016-06
2016-06-23,2464,盟立,其他電子業,進榜,準備,26.47,76.0,3.0,0,,4.5,3.2,13.0,3.7,-5.5,2.7,,,26.3,-0.5,5.0,3.2,13.5,3.6,-5.0,2.8,,,2016-06
2016-06-23,6196,帆宣,其他電子業,進榜,準備,19.33,74.0,3.0,0,,4.0,3.2,-2.3,3.7,1.0,2.7,,,19.3,-0.2,4.2,3.2,-2.1,3.6,1.2,2.8,,,2016-06
2016-06-23,8299,群聯,半導體業,進榜,準備,169.63,71.0,1.0,0,,-0.4,3.2,-10.6,3.7,-0.4,2.7,,,170.3,0.4,-0.7,3.2,-11.0,3.6,-0.7,2.8,,,2016-06
2016-06-23,2360,致茂,其他電子業,移出,掉出掃描母體,58.36,72.0,,19,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-23,1592,英瑞-KY,汽車工業,移出,離高點太遠,43.39,98.0,,19,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-23,8341,日友,其他,移出,掉出掃描母體,98.54,76.0,,3,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-24,2105,正新,橡膠工業,移出,掉出掃描母體,44.21,78.0,,16,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-24,3526,凡甲,電子零組件業,移出,離高點太遠,27.38,98.0,,1,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-24,8299,群聯,半導體業,移出,掉出掃描母體,169.63,71.0,,1,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-24,3548,兆利,電子零組件業,移出,離高點太遠,34.31,98.0,,20,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-24,1262,綠悅-KY,其他,移出,掉出掃描母體,133.63,83.0,,20,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-24,3105,穩懋,半導體業,移出,掉出掃描母體,73.04,79.0,,18,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-24,2449,京元電子,半導體業,移出,掉出掃描母體,16.44,79.0,,18,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-24,4126,太醫,生技醫療業,移出,晚期未觸發,58.32,91.0,,18,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-24,3023,信邦,電子零組件業,移出,掉出掃描母體,48.25,75.0,,16,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-24,3092,鴻碩,電子零組件業,移出,離高點太遠,13.91,97.0,,9,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-24,3535,晶彩科,光電業,移出,掉出掃描母體,12.51,89.0,,9,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-24,1216,統一,食品工業,移出,掉出掃描母體,41.13,72.0,,7,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-24,8069,元太,光電業,移出,掉出掃描母體,12.29,73.0,,3,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-27,6223,旺矽,半導體業,進榜,準備,64.63,85.0,2.0,0,,-2.3,4.5,5.2,5.6,0.4,3.5,,,64.7,0.1,-2.4,4.8,5.1,5.9,0.3,3.6,,,2016-06
2016-06-27,3702,大聯大,電子工業,進榜,準備,21.25,73.0,1.0,0,,10.3,4.5,5.4,5.6,10.3,3.5,,,21.1,-0.7,11.1,4.8,6.1,5.9,11.1,3.6,,,2016-06
2016-06-27,3587,閎康,其他電子類,觸發,等待後觸發,57.05,93.0,3.0,10,53.98,6.2,4.5,-0.4,5.6,-4.7,3.5,,,56.5,-0.9,7.2,4.8,0.5,5.9,-3.8,3.6,,,2016-06
2016-06-27,5347,世界,半導體業,移出,掉出掃描母體,32.15,79.0,,23,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-27,6196,帆宣,其他電子業,移出,掉出掃描母體,18.65,70.0,,4,,,,,,,,,,,,,,,,,,,,2016-06
2016-06-28,2472,立隆電,電子工業,進榜,準備,22.76,72.0,2.0,0,,10.2,3.9,16.7,5.3,10.8,3.2,,,22.8,0.4,9.8,3.5,16.2,4.9,10.3,2.8,,,2016-06
2016-06-29,1532,勤美,電機機械,進榜,準備,21.89,91.0,2.0,0,,-9.1,3.3,-12.0,4.8,-10.2,2.6,,,21.9,0.3,-9.3,3.0,-12.2,4.5,-10.4,2.2,,,2016-06
2016-06-29,8432,東生華,生技醫療業,進榜,準備,71.65,89.0,3.0,0,,-11.2,3.3,-18.6,4.8,-28.2,2.6,,,69.9,-2.4,-9.0,3.0,-16.6,4.5,-26.4,2.2,,,2016-06
2016-06-29,5347,世界,半導體業,進榜,準備,33.07,76.0,3.0,0,,10.2,3.3,15.3,4.8,6.8,2.6,,,33.4,1.2,9.0,3.0,13.9,4.5,5.5,2.2,,,2016-06
2016-06-29,2345,智邦,通信網路業,移出,晚期未觸發,32.35,84.0,,25,,,,,,,,,,,,,,,,,,,,2016-06
